date	it	instrument	satellite	channel	nassim	nrej	oberr	OmF_wobc	OmF_bc	pen	rms	std
2021-05-11 03:00:00	3	amsua	n18	6	672	0	0.23	-1.2966648	-0.0358317	0.3335796	0.1351064	0.1302683
2021-05-11 03:00:00	3	amsua	n18	7	707	0	0.23	-1.6327497	0.0185051	0.5168579	0.1654466	0.1644084
2021-05-11 03:00:00	3	amsua	n18	8	700	7	-0.25	-1.126812	-0.025533	1.3774571	0.2935674	0.2924549
2021-05-11 03:00:00	3	amsua	n18	9	707	0	-0.25	-1.2224632	-0.0573269	0.7127521	0.2113332	0.2034093
2021-05-11 03:00:00	3	amsua	n18	10	707	0	0.35	-0.9360118	-0.0590316	0.3519025	0.2085749	0.2000469
2021-05-11 03:00:00	3	amsua	n18	11	707	0	-0.4	-0.950757	0.0766724	0.4114436	0.261792	0.2503126
2021-05-11 03:00:00	3	amsua	n18	12	707	0	-0.55	-0.5927107	0.1850749	0.4424617	0.4002864	0.3549317
2021-05-11 03:00:00	3	amsua	n18	13	191	516	-0.8	0.0599966	0.8823566	0.7019936	0.9287617	0.2899053
2021-05-11 03:00:00	3	amsua	n18	14	1	706	-3.0	0.6514053	0.6514053	0.0071098	0.6514053	0.0
2021-05-11 03:00:00	3	amsua	n18	15	175	2	3.5	-0.1995106	0.1242986	0.0784436	1.8143419	1.8100791
2021-05-11 03:00:00	3	amsua	metop-a	1	376	5	2.5	-0.2376992	0.6609215	0.129036	1.9400434	1.8239932
2021-05-11 03:00:00	3	amsua	metop-a	2	381	0	2.2	-0.5228153	0.4095891	0.0544233	1.5526701	1.4976719
2021-05-11 03:00:00	3	amsua	metop-a	3	381	0	2.0	0.6540149	0.031275	0.3366821	1.9137702	1.9135146
2021-05-11 03:00:00	3	amsua	metop-a	4	381	0	0.55	-0.0305563	-0.0125298	0.1555984	0.3448611	0.3446334
2021-05-11 03:00:00	3	amsua	metop-a	5	381	0	0.3	-0.4243329	0.0678752	0.3471908	0.2316443	0.2214769
2021-05-11 03:00:00	3	amsua	metop-a	6	1169	0	0.23	-1.1462669	-0.0134305	0.4138775	0.1500376	0.1494353
2021-05-11 03:00:00	3	amsua	metop-a	9	1235	2	0.25	-0.8557408	-0.0467767	0.4581705	0.1694412	0.1628565
2021-05-11 03:00:00	3	amsua	metop-a	10	1237	0	0.35	-0.4500024	-0.0104153	0.350764	0.2082361	0.2079755
