date	it	instrument	satellite	channel	nassim	nrej	oberr	OmF_wobc	OmF_bc	pen	rms	std
2021-05-11 03:00:00	3	amsua	n18	10	707	0	0.35	-0.9365377	-0.0594974	0.3526807	0.2088054	0.2001493
2021-05-11 03:00:00	3	amsua	n18	11	707	0	-0.4	-0.9510107	0.0763966	0.4108215	0.2615941	0.2501899
2021-05-11 03:00:00	3	amsua	n18	12	707	0	-0.55	-0.5925519	0.1852202	0.4426584	0.4003752	0.3549561
2021-05-11 03:00:00	3	amsua	n18	13	191	516	-0.8	0.0606206	0.8829833	0.7029732	0.9294053	0.2900598
2021-05-11 03:00:00	3	amsua	n18	14	1	706	-3.0	0.6517494	0.6517494	0.0071173	0.6517494	0.0
2021-05-11 03:00:00	3	amsua	n18	15	176	2	3.5	-0.1875522	0.1453824	0.0792859	1.8260852	1.8202887
2021-05-11 03:00:00	3	amsua	metop-a	1	375	5	2.5	-0.2411334	0.6747216	0.1292866	1.9454369	1.8246851
2021-05-11 03:00:00	3	amsua	metop-a	2	380	0	2.2	-0.5236713	0.4248933	0.0553625	1.5671872	1.5084897
2021-05-11 03:00:00	3	amsua	metop-a	3	380	0	2.0	0.6378978	0.032312	0.3375245	1.9193358	1.9190638
2021-05-11 03:00:00	3	amsua	metop-a	4	380	0	0.55	-0.0314935	-0.0142463	0.1577875	0.3459208	0.3456274
2021-05-11 03:00:00	3	amsua	metop-a	5	380	0	0.3	-0.4246343	0.0702601	0.3550981	0.2340678	0.2232739
2021-05-11 03:00:00	3	amsua	metop-a	6	1170	0	0.23	-1.1470508	-0.0130539	0.4101522	0.1493634	0.1487918
2021-05-11 03:00:00	3	amsua	metop-a	9	1234	3	0.25	-0.8558508	-0.0468062	0.4603823	0.1698496	0.163273
2021-05-11 03:00:00	3	amsua	metop-a	10	1237	0	0.35	-0.4497487	-0.0103453	0.3523242	0.208699	0.2084424
2021-05-11 03:00:00	3	amsua	metop-a	11	1235	2	-0.4	-0.3160301	0.3216155	1.0464926	0.4177078	0.2665395
2021-05-11 03:00:00	3	amsua	metop-a	12	1175	62	-0.55	-0.0423061	0.6031484	1.3869414	0.7081023	0.3709729
2021-05-11 03:00:00	3	amsua	metop-a	13	95	1142	-0.8	-0.0781937	0.9505025	0.7760903	0.9823728	0.248196
2021-05-11 03:00:00	3	amsua	metop-a	15	380	0	3.5	1.2606419	0.4120147	0.0887229	1.5656963	1.5105127
2021-05-11 03:00:00	3	amsua	n19	1	339	7	2.5	0.8620909	0.3951717	0.1484308	1.6637433	1.6161315
2021-05-11 03:00:00	3	amsua	n19	2	346	0	2.2	1.2821644	0.3592721	0.0625665	1.2181896	1.1640058
2021-05-11 03:00:00	3	amsua	n19	3	344	2	2.0	1.9155528	0.4038169	0.1709894	1.3568923	1.2954106
2021-05-11 03:00:00	3	amsua	n19	4	346	0	0.55	-0.4654064	0.0194447	0.1348969	0.2846673	0.2840024
2021-05-11 03:00:00	3	amsua	n19	5	346	7	0.3	-0.9078415	0.0838599	0.3412222	0.259804	0.2458976
2021-05-11 03:00:00	3	amsua	n19	6	1171	0	0.23	-1.1024107	0.0054718	0.350236	0.1452576	0.1451545
2021-05-11 03:00:00	3	amsua	n19	7	1189	38	-0.23	-1.3256319	0.017125	1.7127845	0.3015113	0.3010245
2021-05-11 03:00:00	3	amsua	n19	8	751	476	-0.25	0.4977669	0.0710669	2.7897657	0.4177889	0.4117002
2021-05-11 03:00:00	3	amsua	n19	9	1227	0	0.25	-0.7549966	-0.0138457	0.4210245	0.1624262	0.161835
2021-05-11 03:00:00	3	amsua	n19	10	1227	0	0.35	-0.406928	0.0174449	0.3332164	0.2029617	0.2022106
2021-05-11 03:00:00	3	amsua	n19	11	1227	0	-0.4	-0.335711	0.2341057	0.6576437	0.3311845	0.2342599
2021-05-11 03:00:00	3	amsua	n19	12	1205	22	-0.55	0.0429013	0.5924671	1.2799411	0.6813933	0.3365702
2021-05-11 03:00:00	3	amsua	n19	13	14	1213	-0.8	0.7148816	1.0773045	0.9621578	1.0832361	0.1132055
